date,open,high,low,close,volume,bank,daily_sentiment
2015-01-09,285.302490234375,292.43816161299736,281.33822213149034,292.0626014360396,15701030,ICICI Bank,0.0
2015-01-09,479.1219177246094,489.7217280018251,471.42614037210046,488.75370717970577,5078463,Axis Bank,0.0
2015-01-09,270.25408935546875,274.39881170180155,269.1844713041171,273.3737769368078,11953948,State Bank of India,0.0
2015-01-09,135.1206817626953,136.06884662796813,133.09527786895086,134.4703721935084,32187050,Kotak Mahindra Bank,0.0
2015-01-09,222.62033081054688,223.61289267159003,220.55532305822425,221.99284565253987,8985184,HDFC Bank,0.0
2015-01-12,289.2249755859375,290.1013012271431,282.6735035682234,286.0535727299258,8304115,ICICI Bank,0.0
2015-01-12,485.5108337402344,487.6888805999752,476.4114438789807,479.17030914298266,2290147,Axis Bank,0.0
2015-01-12,136.11851501464844,137.70705161658535,133.8647615727194,135.12070490421254,8434210,Kotak Mahindra Bank,0.0
2015-01-12,273.73028564453125,274.35420679071115,268.38225021234183,271.1008240097655,8536142,State Bank of India,0.0
2015-01-12,220.6580047607422,222.3351098082593,220.07615767355605,221.1942277052341,4126412,HDFC Bank,0.0
2015-01-13,219.8137359619141,221.77606141683725,218.0681948056313,221.09153219630693,5828348,HDFC Bank,0.0
2015-01-13,138.29779052734375,139.97569430497134,135.79087296699254,136.21778734141512,9608210,Kotak Mahindra Bank,0.0
2015-01-13,488.3665161132813,495.3362780112415,484.3008167491958,487.8825056909688,4069260,Axis Bank,0.0
2015-01-13,271.9476318359375,276.9836935511088,271.1008486017552,274.6662058799674,9484804,State Bank of India,0.0
2015-01-13,284.5096435546875,291.2697832039729,283.5498848226717,291.2697832039729,13100848,ICICI Bank,0.0
2015-01-14,219.93923950195312,222.3921358239376,218.9808958280074,219.0607519980102,3685232,HDFC Bank,0.0
2015-01-14,138.12400817871094,138.74950273478046,136.73403710916577,138.41194049639785,7592900,Kotak Mahindra Bank,0.0
2015-01-14,483.6231994628906,489.57652149763607,478.39589303095926,488.36649549294594,2973231,Axis Bank,0.0
2015-01-14,271.5910949707031,273.6411644754172,269.4073028100809,270.9671465815206,8855660,State Bank of India,0.0
2015-01-14,281.1712646484375,285.2607096200544,277.9163728386153,283.1325262147822,13127934,ICICI Bank,0.0
2015-01-15,497.611083984375,507.1945136062768,494.7554403289295,506.71050320281313,6670800,Axis Bank,0.0
2015-01-15,285.4960021972656,288.5265779530642,279.8805747937943,285.1394718735011,30729523,State Bank of India,0.0
2015-01-15,294.48291015625,297.1118313751533,290.05962097968586,293.8986836503855,16662989,ICICI Bank,0.0
2015-01-15,226.61338806152344,227.7656760495433,221.50223133761725,225.89462685989287,11398476,HDFC Bank,0.0
2015-01-15,139.03746032714844,143.36624810886084,138.20844649627995,142.77055254138196,19854090,Kotak Mahindra Bank,0.0
2015-01-16,281.1729736328125,285.4959471778241,279.07832098227755,285.2285562869111,21598514,State Bank of India,0.0
2015-01-16,295.3174743652344,295.94341729141297,289.9761432903106,294.482893135804,14726646,ICICI Bank,0.0
2015-01-16,498.3371276855469,504.8228792742839,496.20746997357736,500.07955341959297,6920742,Axis Bank,0.0
2015-01-16,138.53607177734375,138.99773920380693,137.01205721518113,137.7070428812899,13403000,Kotak Mahindra Bank,0.0
2015-01-16,228.4844207763672,231.57622197821377,227.84552967469915,228.67837906242565,7821308,HDFC Bank,0.0
2015-01-19,137.95028686523438,138.89843659823688,137.21061008905684,138.32260220473952,8775380,Kotak Mahindra Bank,0.0
2015-01-19,279.1229553222656,283.40140118704096,278.54359009517214,282.1535041421966,9975658,State Bank of India,0.0
2015-01-19,301.1177978515625,301.952379001543,295.02534705177857,296.6945093517396,10277015,ICICI Bank,0.0
2015-01-19,512.0346069335938,514.7934425423255,500.3215199647275,502.838409460088,6113156,Axis Bank,0.0
2015-01-19,229.214599609375,232.7399277712668,228.8495229404467,231.1997370727805,4239492,HDFC Bank,0.0
2015-01-20,533.7667236328125,536.9611806409582,514.115852989329,515.5194950471927,6934581,Axis Bank,0.0
2015-01-20,138.57081604003906,139.13672749305962,137.27515074705062,138.20345459379905,18918630,Kotak Mahindra Bank,0.0
2015-01-20,306.9181823730469,308.170068240512,300.1997879860205,300.1997879860205,11477610,ICICI Bank,0.0
2015-01-20,283.5796203613281,285.05032490868007,279.88056734783106,279.88056734783106,13104643,State Bank of India,0.0
2015-01-20,232.9567108154297,234.3371753238504,228.6327650189855,230.45817631654228,8505804,HDFC Bank,0.0
2015-01-21,137.82122802734375,140.8841340772298,137.51344973638487,138.60061186061165,13420650,Kotak Mahindra Bank,0.0
2015-01-21,290.7549133300781,292.0027830075833,284.3372589864535,285.1394589790268,22617660,State Bank of India,0.0
2015-01-21,232.7285003662109,235.6947793641333,232.36340980402505,234.4284171738009,6740612,HDFC Bank,0.0
2015-01-21,307.5024108886719,309.5888499930336,304.7482843751477,305.87496485347384,12457852,ICICI Bank,0.0
2015-01-21,529.7494506835938,538.9940386915613,528.1038032960557,535.3155709968522,4459351,Axis Bank,0.0
2015-01-22,289.3733215332031,292.0027835598814,286.83299888398363,291.37883511918926,12232626,State Bank of India,0.0
2015-01-22,233.0251617431641,235.5921463890496,232.4090826427949,233.88082329179252,6470680,HDFC Bank,0.0
2015-01-22,546.6897583007812,549.0130319029765,530.2817935789446,532.1210567709578,5546866,Axis Bank,0.0
2015-01-22,308.6290283203125,310.7154950148748,304.289201129414,307.8779081548671,9320935,ICICI Bank,0.0
2015-01-22,137.7715606689453,138.8487996626632,136.03408917230624,137.6722705236034,20000080,Kotak Mahindra Bank,0.0
2015-01-23,237.94235229492188,239.1288583897817,233.7439011188924,235.02168334110223,9987912,HDFC Bank,0.0
2015-01-23,137.5382537841797,138.57577074534987,137.21061445703904,138.2133934990742,7774060,Kotak Mahindra Bank,0.0
2015-01-23,547.0769653320312,558.9352198411159,542.3820291172303,552.7398632397847,4975114,Axis Bank,0.0
2015-01-23,291.8690490722656,296.4148574981887,289.3732828446939,292.5821095935631,17127278,State Bank of India,0.0
2015-01-23,309.38018798828125,313.3862000707128,307.7110256260753,312.8854345521981,13525550,ICICI Bank,0.0
2015-01-27,245.0728912353516,245.91713283481,237.5088374591417,237.9880023629848,9962400,HDFC Bank,0.0
2015-01-27,573.1651000976562,578.6828305518213,548.867801309684,552.6431061160342,5376830,Axis Bank,0.0
2015-01-27,294.1864929199219,296.0583106855726,287.54603218185747,293.60712787856926,13734088,State Bank of India,0.0
2015-01-27,137.841064453125,138.30273180704927,135.25470316164183,137.3495979364663,8433660,Kotak Mahindra Bank,0.0
2015-01-27,320.0628967285156,321.1478608289072,311.0493962299833,312.5516649906891,13932787,ICICI Bank,0.0
2015-01-28,298.2421264648437,299.4899960079068,292.5375605526154,294.49849063413853,19428852,State Bank of India,0.0
2015-01-28,241.490478515625,249.4424201933735,240.72609317436223,244.14873904887924,11364940,HDFC Bank,0.0
2015-01-28,571.7130737304688,580.6188771078248,564.7917603044746,571.1322848707007,6370073,Axis Bank,0.0
2015-01-28,320.5219116210937,328.32527047778706,318.4771888663328,319.60386940265926,14787690,ICICI Bank,0.0
2015-01-28,134.14772033691406,138.004902259168,133.69100680032557,137.31983952906114,37201990,Kotak Mahindra Bank,0.0
2015-01-29,317.3922119140625,320.3132603117763,313.42794395277554,317.22529005994903,22085259,ICICI Bank,0.0
2015-01-29,132.1868438720703,134.51505711874245,131.5266113041494,133.93423849545434,22504270,Kotak Mahindra Bank,0.0
2015-01-29,291.46795654296875,297.3508014731303,289.7744172816464,296.63771369890384,14911660,State Bank of India,0.0
2015-01-29,580.3284912109375,582.7485433010581,563.4849050303765,570.1158832072889,5424486,Axis Bank,0.0
2015-01-29,249.85321044921875,251.1309929867381,242.0952112206585,245.2896814912421,20567616,HDFC Bank,0.0
2015-01-30,301.0343322753906,318.81097493258864,295.98510098713126,318.35195390638324,31372235,ICICI Bank,0.0
2015-01-30,569.29296875,584.7329112391877,565.0337129799701,583.4744961044811,4497194,Axis Bank,0.0
2015-01-30,131.27342224121094,133.92430557035385,130.7918938088851,133.0406777939729,13992500,Kotak Mahindra Bank,0.0
2015-01-30,275.3793029785156,294.58765508450784,273.64118036594226,292.983255135608,30252827,State Bank of India,0.0
2015-01-30,245.82583618164065,249.75048692927405,242.83673094624973,249.75048692927405,10570416,HDFC Bank,0.0
2015-02-02,134.26687622070312,135.02639910971308,129.5062046288623,131.05503443001564,16563690,Kotak Mahindra Bank,0.0
2015-02-02,293.6483154296875,301.03436920451554,292.1043303309678,300.7005255021685,37165959,ICICI Bank,0.0
2015-02-02,246.79556274414065,249.39677900160345,240.12140374524137,243.80645778885017,5710352,HDFC Bank,0.0
2015-02-02,597.5592041015625,601.1408927348388,565.7113565064914,567.2601660911683,6307718,Axis Bank,0.0
2015-02-02,274.0868225097656,278.0087098143177,271.94761372560225,275.8695010301543,17639807,State Bank of India,0.0
2015-02-03,242.8025054931641,246.932492827494,240.79456985367992,246.08825127562392,10200688,HDFC Bank,0.0
2015-02-03,567.8409423828125,605.5937512383002,565.8081224623743,603.0769209479199,9290016,Axis Bank,0.0
2015-02-03,129.69485473632812,135.62211809201273,129.0792828719664,135.1157593689446,15308210,Kotak Mahindra Bank,0.0
2015-02-03,289.2667541503906,297.7795167432104,288.014868234368,293.77350422507766,25975650,ICICI Bank,0.0
2015-02-03,267.669189453125,278.0978704766047,266.5550152925617,278.0978704766047,23743882,State Bank of India,0.0
2015-02-04,261.2070007324219,270.03128256860447,260.1819658609873,269.8084477182265,21477507,State Bank of India,0.0
2015-02-04,540.736328125,573.068242464955,535.5574411211763,572.1002217851155,10773056,Axis Bank,0.0
2015-02-04,243.6239318847656,246.6130650167725,241.23949963888816,242.5515139429067,6197512,HDFC Bank,0.0
2015-02-04,287.6391906738281,289.80911790498067,283.9670233696704,288.8076151841728,15639435,ICICI Bank,0.0
2015-02-04,128.2254180908203,131.8840501582571,127.5800774553419,129.95793605912743,11783290,Kotak Mahindra Bank,0.0
2015-02-05,259.20147705078125,265.4408526199687,257.7753558247534,261.2961300035979,15722348,State Bank of India,0.0
2015-02-05,547.8029174804688,559.9999542155457,540.7363193654795,544.4148451559149,6865785,Axis Bank,0.0
2015-02-05,127.86800384521484,129.99268328033511,126.75602661548568,127.87794195233612,9164000,Kotak Mahindra Bank,0.0
2015-02-05,280.0863342285156,288.18179223745454,277.7077677802197,284.5096234073029,18771838,ICICI Bank,0.0
2015-02-05,245.6318817138672,249.3511679801749,244.2285913567725,245.2896171318228,8059148,HDFC Bank,0.0
2015-02-06,258.7558288574219,262.811439635131,254.65568918978943,259.3797773467682,15985714,State Bank of India,0.0
2015-02-06,274.8701477050781,283.7584694839102,273.4930845567076,280.4201447665591,17811770,ICICI Bank,0.0
2015-02-06,125.78302764892578,127.90770676495411,125.38092825929446,127.86798464154164,6082700,Kotak Mahindra Bank,0.0
2015-02-06,240.3838653564453,246.190944270378,239.59666782632067,245.7460113800585,6903120,HDFC Bank,0.0
2015-02-06,545.1409912109375,553.2239420591438,528.2974039873627,549.8358689231736,7706020,Axis Bank,0.0
2015-02-09,125.71849822998048,127.39143297894464,122.73997507349524,124.2044141104786,8242360,Kotak Mahindra Bank,0.0
2015-02-09,267.1085510253906,273.32617979920974,265.81492069932847,273.32617979920974,15330887,ICICI Bank,0.0
2015-02-09,237.3262481689453,239.9845085767571,236.04846600680312,238.9006707676393,5231896,HDFC Bank,0.0
2015-02-09,535.8963012695312,551.384634359209,532.4114499576744,537.2515540481988,4334546,Axis Bank,0.0
2015-02-09,249.1293487548828,260.98415124973144,247.7923397275757,258.0427422702632,17088719,State Bank of India,0.0
2015-02-10,276.2889709472656,279.5855513830596,264.0622957431683,265.8149191205413,31301276,ICICI Bank,0.0
2015-02-10,127.65451049804688,129.00477467313655,124.00582488374198,124.00582488374198,14259910,Kotak Mahindra Bank,0.0
2015-02-10,240.60061645507807,242.39182364630352,235.02171409208603,235.02171409208603,9275752,HDFC Bank,0.0
2015-02-10,536.3803100585938,551.5782486735992,523.2152506054498,529.4106074559303,9809275,Axis Bank,0.0
2015-02-10,256.0817565917969,259.2014439783385,245.74224301475687,247.34664279008643,22589681,State Bank of India,0.0
2015-02-11,254.8785400390625,261.60814236057377,252.87302617088093,259.2015148381468,17366588,State Bank of India,0.0
2015-02-11,241.5019073486328,242.96224187945407,240.2697492178285,241.4106312179132,4161588,HDFC Bank,0.0
2015-02-11,551.0458984375,554.3371931374675,537.735611035628,541.4624678748294,6200994,Axis Bank,0.0
2015-02-11,279.3351745605469,283.71671864964827,278.7092316859836,278.8344090543279,13732188,ICICI Bank,0.0
2015-02-11,128.94027709960938,129.2629625974994,127.11842204771928,128.7714959197036,5616570,Kotak Mahindra Bank,0.0
2015-02-12,245.517822265625,246.86406868333376,240.20130066063987,243.0306937741912,5525740,HDFC Bank,0.0
2015-02-12,560.2420654296875,562.9041227600229,545.9637579306155,554.6759455571679,5849894,Axis Bank,0.0
2015-02-12,253.4077911376953,257.59709737351307,248.05975451402367,257.507957989481,20957180,State Bank of India,0.0
2015-02-12,283.049072265625,284.8851565061998,275.4126360862202,282.2562355358272,14372362,ICICI Bank,0.0
2015-02-12,128.73175048828125,129.6650233274586,126.94463389725536,129.26787789081433,10258730,Kotak Mahindra Bank,0.0
2015-02-13,562.516845703125,569.9222282254892,558.0639737953197,563.5333147780644,4633409,Axis Bank,0.0
2015-02-13,243.19039916992188,246.886845418309,242.6883944171928,246.7042931712144,7714500,HDFC Bank,0.0
2015-02-13,130.01254272460938,131.3330232432317,127.36165872992066,129.06934668260868,11458960,Kotak Mahindra Bank,0.0
2015-02-13,273.5966186523437,274.4879579837389,254.3436836539053,256.7057274417989,70540056,State Bank of India,0.0
2015-02-13,286.9716186523437,288.6825254898821,283.9253931259545,287.0967960242918,9926537,ICICI Bank,0.0
2015-02-16,282.1310729980469,289.5588720100688,280.7540096084545,289.5588720100688,11084024,ICICI Bank,0.0
2015-02-16,243.5897521972656,247.57141964833968,242.43745011646163,245.4722076922876,7388716,HDFC Bank,0.0
2015-02-16,552.0623168945312,565.3242152679934,547.9966172283396,564.3561943514386,4284303,Axis Bank,0.0
2015-02-16,273.373779296875,279.12290156835115,271.59110066357687,276.8499971915029,21372131,State Bank of India,0.0
2015-02-16,128.31973266601562,131.35286985713992,127.54036397967964,131.35286985713992,5491100,Kotak Mahindra Bank,0.0
2015-02-18,129.84373474121094,130.28058717140445,127.4658764879601,128.26512130900736,6880870,Kotak Mahindra Bank,0.0
2015-02-18,285.761474609375,287.0967932854875,283.5080858208558,283.5080858208558,8830098,ICICI Bank,0.0
2015-02-18,245.24398803710932,247.1036032791011,241.1938572314726,243.58970925734224,5381692,HDFC Bank,0.0
2015-02-18,551.2879638671875,555.6440584016956,545.963848325011,553.7080163863586,4695905,Axis Bank,0.0
2015-02-18,272.4824523925781,274.44338265762167,269.1844858901379,273.46290392434065,13472484,State Bank of India,0.0
2015-02-19,547.1737060546875,557.1926967648741,535.5574575404792,555.6438872629643,5349212,Axis Bank,0.0
2015-02-19,282.5482788085937,286.9715666911851,277.29038187606386,283.8418808113736,10326464,ICICI Bank,0.0
2015-02-19,246.38491821289065,247.54861242553,242.73409536315603,245.06148378843469,4507004,HDFC Bank,0.0
2015-02-19,269.4964294433594,273.9085424388554,264.54948025254123,272.8389516527573,17762135,State Bank of India,0.0
2015-02-19,129.7891387939453,130.7372885662696,127.580061628113,130.0125189171825,6479150,Kotak Mahindra Bank,0.0
2015-02-20,244.8447113037109,248.68947829507263,243.8064974823177,247.1150554734208,6206024,HDFC Bank,0.0
2015-02-20,276.2055053710937,280.2532340573809,274.1607547849106,279.585546674257,17197010,ICICI Bank,0.0
2015-02-20,269.45184326171875,273.195478976588,264.77231221888974,269.0953130035205,15792502,State Bank of India,0.0
2015-02-20,543.543701171875,552.5462831591296,536.2835448783949,548.3354161422325,6025707,Axis Bank,0.0
2015-02-20,128.89559936523438,130.5586113226388,128.1112615219514,129.75441241446595,5983410,Kotak Mahindra Bank,0.0
2015-02-23,243.5783233642578,246.78421314106404,242.3233530799455,245.7688113807079,5581564,HDFC Bank,0.0
2015-02-23,274.5780639648437,279.1682747180305,272.9089015121255,277.9163888702803,12236793,ICICI Bank,0.0
2015-02-23,531.4917602539062,548.8677438557701,528.5876981171033,545.4796713628332,6089272,Axis Bank,0.0
2015-02-23,264.3266296386719,271.5019265401911,262.41025579346984,270.2540570969093,12440505,State Bank of India,0.0
2015-02-23,130.74224853515625,132.53433419688486,129.76429966479566,132.23647890371242,17787110,Kotak Mahindra Bank,0.0
2015-02-24,272.1160583496094,276.58109207917795,270.822455945201,274.9953624083852,12177664,ICICI Bank,0.0
2015-02-24,243.612548828125,244.3769342281536,241.20527656988548,244.21722188315613,5846288,HDFC Bank,0.0
2015-02-24,134.06332397460938,134.43067031033442,130.4146301348,130.74226949485964,30126650,Kotak Mahindra Bank,0.0
2015-02-24,534.15380859375,537.9291129439953,524.6672175832578,532.3146047200953,6155111,Axis Bank,0.0
2015-02-24,264.059326171875,266.5105097903481,260.36027269702925,264.6386914050277,15046698,State Bank of India,0.0
2015-02-25,263.435302734375,267.98113831995425,262.9450770306865,266.51043400737376,12845169,State Bank of India,0.0
2015-02-25,535.3154907226562,540.7363834510849,532.5082068305738,536.4771274739766,4185156,Axis Bank,0.0
2015-02-25,269.1532287597656,276.2471820527534,268.1099813820431,273.40959513227455,18029910,ICICI Bank,0.0
2015-02-25,133.2938690185547,135.59725218675314,132.7924794818138,134.62924133259756,19251310,Kotak Mahindra Bank,0.0
2015-02-25,240.14422607421875,245.24399057928343,239.5852050704794,244.1487327861076,4648524,HDFC Bank,0.0
2015-02-26,534.637939453125,539.816886797539,526.4097616769287,534.976782223306,5579001,Axis Bank,0.0
2015-02-26,132.3804473876953,133.9739527821407,130.55857767974638,133.17967703630833,19283600,Kotak Mahindra Bank,0.0
2015-02-26,236.88137817382807,240.95432208148017,236.18542888623696,240.41811301498623,12426944,HDFC Bank,0.0
2015-02-26,257.95361328125,264.7277980660038,256.7502996679188,264.7277980660038,18707345,State Bank of India,0.0
2015-02-26,268.1517639160156,271.6152941515722,267.1919773129038,270.98935123935536,18356309,ICICI Bank,0.0
2015-02-27,549.0130615234375,552.1106810490853,532.7502635972606,537.8323731783646,5791546,Axis Bank,0.0
2015-02-27,132.81727600097656,133.4526935263264,131.0897426521295,131.75991324242827,6264900,Kotak Mahindra Bank,0.0
2015-02-27,267.3126220703125,268.29310063586263,258.57750874416905,259.6025433893521,18316053,State Bank of India,0.0
2015-02-27,240.49790954589844,241.5361232380197,238.54699031470355,238.54699031470355,10261784,HDFC Bank,0.0
2015-02-27,279.7942199707031,281.2964605873685,269.5705508339693,270.9058976171122,17157486,ICICI Bank,0.0
2015-03-02,291.3114624023437,293.73177318539325,284.21750793541383,292.8137310302697,16237130,ICICI Bank,0.0
2015-03-02,247.01242065429688,250.76591201759084,243.69244225185352,246.51041576523167,14385232,HDFC Bank,0.0
2015-03-02,626.8419189453125,629.2135819554984,608.5947487019257,609.8531640491753,13205219,Axis Bank,0.0
2015-03-02,269.1844787597656,272.6606967206644,264.4603911720722,272.6606967206644,15085595,State Bank of India,0.0
2015-03-02,139.46437072753906,141.4748676097636,138.85376808389458,139.39486458862228,18063880,Kotak Mahindra Bank,0.0
2015-03-03,247.1949462890625,249.16867811037608,245.7574513967216,247.90228769833217,6029348,HDFC Bank,0.0
2015-03-03,611.2083129882812,628.2454542150313,608.449418455849,628.2454542150313,6817671,Axis Bank,0.0
2015-03-03,269.71929931640625,272.2150386765557,267.1344205787831,270.5214993106315,14387971,State Bank of India,0.0
2015-03-03,139.86151123046875,140.7352161858637,139.36013681136075,139.8912952494434,16279700,Kotak Mahindra Bank,0.0
2015-03-03,290.9776306152344,291.6870064111692,287.18025680967355,290.4351486430114,16309976,ICICI Bank,0.0
2015-03-04,140.01539611816406,144.73139087331688,139.02752416994113,142.57197381559857,40130710,Kotak Mahindra Bank,0.0
2015-03-04,261.92010498046875,280.7719290629634,260.2711215440804,279.8805896056207,38674148,State Bank of India,0.0
2015-03-04,243.07635498046875,253.1161176096979,241.86700879506648,252.1349478476872,12277624,HDFC Bank,0.0
2015-03-04,593.1547241210938,633.9568230244322,588.7018522326555,630.0847399620342,10097232,Axis Bank,0.0
2015-03-04,291.5618591308594,302.11934442007214,288.8077325336734,300.4501818793093,27007377,ICICI Bank,0.0
2015-03-05,247.5941925048828,248.71226237434243,242.43741171810905,243.00785268685752,9702452,HDFC Bank,0.0
2015-03-05,140.21397399902344,141.1819848685119,139.1963029008829,139.39486806773556,14302590,Kotak Mahindra Bank,0.0
2015-03-05,290.2265014648437,292.0208693399215,283.84195078206443,289.0998209943104,12677758,ICICI Bank,0.0
2015-03-05,261.8754577636719,264.0592497817131,258.2655447232114,262.72224092205886,16803823,State Bank of India,0.0
2015-03-05,597.0751953125,602.1089151010658,584.2005309702463,593.396728226613,6914112,Axis Bank,0.0
2015-03-09,259.0677490234375,262.0537409679674,257.3296537971102,260.27106245798126,13199803,State Bank of India,0.0
2015-03-09,241.63882446289065,246.8412578873709,240.9542952151204,245.7574199117347,5755808,HDFC Bank,0.0
2015-03-09,572.6810302734375,590.4926350289402,570.3094267928266,590.4926350289402,6043383,Axis Bank,0.0
2015-03-09,135.4831085205078,139.48921100350353,134.89732073472143,139.48921100350353,7265220,Kotak Mahindra Bank,0.0
2015-03-09,277.7494812011719,286.2205273082722,276.8731834761491,285.427662495364,13711772,ICICI Bank,0.0
2015-03-10,566.7278442382812,575.7788159643269,561.452118549047,572.9715908215655,5791801,Axis Bank,0.0
2015-03-10,133.8151092529297,136.18799864554606,130.95572231471195,135.80576031299947,7286630,Kotak Mahindra Bank,0.0
2015-03-10,278.4588623046875,281.9223924982172,275.70473593749034,277.66602557306607,15690129,ICICI Bank,0.0
2015-03-10,256.3491516113281,261.3852124987943,254.12080367868708,259.1568645661533,14064427,State Bank of India,0.0
2015-03-10,240.1670684814453,242.3803683050082,238.4443256095397,242.3233242079724,5134836,HDFC Bank,0.0
2015-03-11,241.05699157714844,242.3005699011188,239.58526466421043,239.79062903320795,5465536,HDFC Bank,0.0
2015-03-11,565.1790771484375,573.7460990537136,561.4522196684479,566.5343302775158,5816344,Axis Bank,0.0
2015-03-11,277.6242370605469,281.2129440591048,274.578011958838,278.4171016828072,11762499,ICICI Bank,0.0
2015-03-11,254.1654052734375,259.2906064363483,252.91753564798884,257.1959535642464,16329314,State Bank of India,0.0
2015-03-11,136.60498046875,137.49854639905132,133.01090113564234,133.3385404617978,5419210,Kotak Mahindra Bank,0.0
2015-03-12,282.2562866210937,283.50814463760764,279.29349341199,281.7138045412477,12265104,ICICI Bank,0.0
2015-03-12,136.01922607421875,138.06944529992276,134.51507246485454,137.70705285690806,4107970,Kotak Mahindra Bank,0.0
2015-03-12,255.6806488037109,257.9981361082104,255.012144419808,256.83937885520413,9969794,State Bank of India,0.0
2015-03-12,240.63482666015625,242.75687832855635,239.83620925753152,241.88979686428084,7530836,HDFC Bank,0.0
2015-03-12,565.4209594726562,574.520379170344,564.065765721563,568.7122540228763,4512080,Axis Bank,0.0
2015-03-13,275.5795288085937,288.7659327688557,274.5780258726168,287.93135165827806,14368069,ICICI Bank,0.0
2015-03-13,551.7718505859375,572.051897963607,546.0605042886577,570.6482560007196,6749149,Axis Bank,0.0
2015-03-13,133.16477966308594,138.00487883070974,132.58396109716944,138.00487883070974,3832490,Kotak Mahindra Bank,0.0
2015-03-13,237.9081573486328,242.779718497776,236.0713259685712,241.86701278913768,5426780,HDFC Bank,0.0
2015-03-13,250.24351501464844,259.42429916396446,249.5750105221783,258.48840375511327,13414248,State Bank of India,0.0
2015-03-16,251.04574584960932,253.00670348270413,249.5750412255487,250.91205037497127,15132928,State Bank of India,0.0
2015-03-16,276.622802734375,277.91640511165065,271.78220892547046,274.9953566404768,12496540,ICICI Bank,0.0
2015-03-16,130.55361938476562,133.40803719280996,129.46150340011408,132.7428355563597,8266110,Kotak Mahindra Bank,0.0
2015-03-16,550.4166259765625,555.4503461610941,541.2204279967983,551.2878683658614,6445254,Axis Bank,0.0
2015-03-16,239.9389038085937,241.3878183733348,237.8738962536472,238.4443372518573,5348772,HDFC Bank,0.0
2015-03-17,561.548828125,567.0665583609366,548.9161688238421,556.5151673600186,5627580,Axis Bank,0.0
2015-03-17,252.338134765625,253.14033461106152,249.12930818236512,253.05119525012103,11350496,State Bank of India,0.0
